,Humidity9am,Temp9am,RainToday,RainTomorrow
102777,96.0,8.0,0,0
102778,82.0,11.1,0,0
102779,42.0,18.5,0,0
102780,70.0,12.2,0,1
102781,90.0,9.8,1,0
102782,83.0,11.5,0,0
102783,67.0,11.9,0,0
102784,77.0,12.7,0,1
102785,92.0,11.4,1,0
102786,92.0,9.8,0,0
102787,69.0,12.0,0,1
102788,74.0,11.3,1,1
102789,84.0,9.4,1,1
102790,84.0,9.3,1,0
102791,67.0,10.9,0,0
102792,75.0,13.4,0,0
102793,93.0,12.3,0,0
102794,85.0,8.4,0,0
102795,95.0,10.1,0,1
102796,95.0,10.3,1,0
102797,53.0,15.1,0,1
102798,84.0,11.6,1,1
102799,89.0,8.5,1,0
102800,58.0,10.9,0,0
102801,43.0,13.7,0,1
102802,86.0,11.7,1,0
102803,70.0,10.0,0,0
102804,55.0,10.1,0,0
102805,63.0,12.1,0,0
102806,21.0,20.4,0,0
102807,17.0,22.6,0,0
102808,66.0,13.2,0,0
102809,72.0,10.3,0,0
102810,55.0,13.8,0,0
102811,44.0,14.8,0,1
102812,96.0,13.0,1,0
102813,76.0,11.4,0,0
102814,75.0,16.3,0,0
102815,96.0,9.3,0,0
102816,57.0,12.2,0,1
102817,76.0,13.1,1,1
102818,95.0,10.6,1,0
102819,87.0,11.9,0,1
102820,83.0,11.4,1,0
102821,87.0,6.9,0,0
102822,67.0,10.0,0,1
102823,77.0,9.9,1,0
102824,48.0,16.0,0,0
102825,32.0,17.3,0,0
102826,77.0,12.8,0,1
102827,76.0,10.3,1,0
102828,90.0,8.8,0,0
102829,89.0,9.0,0,0
102830,91.0,10.6,0,1
102831,87.0,7.0,1,0
102832,65.0,8.4,0,0
102833,66.0,9.4,0,0
102834,79.0,8.7,0,0
102835,60.0,11.8,0,0
102836,38.0,14.1,0,0
102837,77.0,11.2,0,1
102838,75.0,10.7,1,1
102839,90.0,10.4,1,1
102840,72.0,10.9,1,0
102841,83.0,10.0,0,0
102842,76.0,10.8,0,0
102843,70.0,10.6,0,0
102844,62.0,14.3,0,0
102845,35.0,19.3,0,0
102846,75.0,12.6,0,0
102847,64.0,13.4,0,0
102848,77.0,13.6,0,0
102849,31.0,21.6,0,0
102850,72.0,10.9,0,0
102851,60.0,10.2,0,0
102852,63.0,14.7,0,0
102853,47.0,20.7,0,0
102854,48.0,23.7,0,0
102855,42.0,26.4,0,0
102856,60.0,22.2,0,0
102857,59.0,24.5,0,0
102858,31.0,29.4,0,0
102859,76.0,13.1,0,0
102860,59.0,12.5,0,0
102861,54.0,12.8,0,0
102862,50.0,14.9,0,0
102863,23.0,23.1,0,0
102864,24.0,26.9,0,0
102865,28.0,29.3,0,0
102866,32.0,29.3,0,0
102867,31.0,31.7,0,0
102868,26.0,31.3,0,0
102869,28.0,28.8,0,0
102870,18.0,31.1,0,0
102871,18.0,31.6,0,0
102872,39.0,23.6,0,0
102873,61.0,16.0,0,0
102874,28.0,25.5,0,0
102875,24.0,28.2,0,0
102876,67.0,24.0,0,1
102877,89.0,19.5,1,1
102878,85.0,14.8,1,0
102879,55.0,14.5,0,0
102880,60.0,15.8,0,0
102881,50.0,20.2,0,1
102882,88.0,18.9,1,1
102883,50.0,24.4,1,1
102884,70.0,14.5,1,1
102885,82.0,14.8,1,0
102886,78.0,12.9,0,0
102887,53.0,17.0,0,0
102888,19.0,24.0,0,0
102889,65.0,17.4,0,0
102890,56.0,14.0,0,0
102891,59.0,15.9,0,0
102892,60.0,17.2,0,0
102893,68.0,17.2,0,1
102894,97.0,14.1,1,0
102895,63.0,13.9,0,1
102896,77.0,14.9,1,1
102897,52.0,13.8,1,0
102898,78.0,14.0,0,0
102899,62.0,15.9,0,0
102900,62.0,18.3,0,0
102901,18.0,28.1,0,0
102902,13.0,33.2,0,1
102905,63.0,16.2,0,0
102906,54.0,17.2,0,0
102907,25.0,24.7,0,0
102908,24.0,23.7,0,0
102909,11.0,33.3,0,0
102910,74.0,20.9,0,0
102911,51.0,14.5,0,0
102912,52.0,16.0,0,0
102913,47.0,20.8,0,0
102914,23.0,25.0,0,0
102915,35.0,25.1,0,0
102916,28.0,27.9,0,0
102917,40.0,30.4,0,0
102918,64.0,20.6,0,0
102919,51.0,15.4,0,0
102920,50.0,16.0,0,0
102921,81.0,18.9,0,0
102922,34.0,23.3,0,0
102923,43.0,20.2,0,0
102924,25.0,22.8,0,0
102925,10.0,29.6,0,0
102926,18.0,31.9,0,0
102927,19.0,32.4,0,0
102928,20.0,35.7,0,0
102929,92.0,22.6,0,1
102930,57.0,17.0,1,0
102931,56.0,16.2,0,0
102932,46.0,19.6,0,0
102933,44.0,21.1,0,0
102934,78.0,14.7,0,0
102935,60.0,13.8,0,0
102936,61.0,14.5,0,0
102937,33.0,22.0,0,0
102938,37.0,26.5,0,0
102939,3.0,32.9,0,0
102940,59.0,16.7,0,0
102941,62.0,18.1,0,0
102942,39.0,21.3,0,0
102943,31.0,23.9,0,0
102944,63.0,19.6,0,0
102945,42.0,20.8,0,0
102946,62.0,15.0,0,0
102947,49.0,21.1,0,0
102948,27.0,28.4,0,0
102949,58.0,15.9,0,0
102950,44.0,25.5,0,0
102951,35.0,24.7,0,0
102952,86.0,20.6,0,1
102953,59.0,16.0,1,0
102954,66.0,14.6,0,0
102955,36.0,24.1,0,0
102956,39.0,29.7,0,0
102957,39.0,30.6,0,0
102958,39.0,29.0,0,0
102959,49.0,26.5,0,0
102960,72.0,18.0,0,0
102961,67.0,19.3,0,0
102962,58.0,19.4,0,0
102963,70.0,18.2,0,0
102964,49.0,23.4,0,0
102965,36.0,24.3,0,0
102966,50.0,19.4,0,0
102967,33.0,24.8,0,0
102968,25.0,29.0,0,0
102969,78.0,20.7,0,0
102970,71.0,18.3,0,0
102971,50.0,14.4,0,0
102972,52.0,17.6,0,0
102973,40.0,18.8,0,0
102974,31.0,24.3,0,0
102975,57.0,20.6,0,0
102976,60.0,13.9,0,0
102977,66.0,12.1,0,0
102978,59.0,13.4,0,0
102979,42.0,19.6,0,0
102980,40.0,21.2,0,0
102981,75.0,19.3,0,0
102982,61.0,15.4,0,1
102983,87.0,13.0,1,1
102984,96.0,15.0,1,1
102985,89.0,14.6,1,0
102986,67.0,13.2,0,0
102987,100.0,12.9,0,0
102988,58.0,16.3,0,0
102989,46.0,19.6,0,0
102990,43.0,20.0,0,0
102991,44.0,22.1,0,0
102992,59.0,21.6,0,0
102993,41.0,23.3,0,0
102994,34.0,25.9,0,0
102995,76.0,20.7,0,0
102996,46.0,19.5,0,0
102997,69.0,18.1,0,0
102998,71.0,13.8,0,0
102999,79.0,12.8,0,0
103000,78.0,14.8,0,0
103001,41.0,19.0,0,0
103002,41.0,18.8,0,0
103003,54.0,20.0,0,0
103004,58.0,22.3,0,1
103005,94.0,17.9,1,0
103006,77.0,14.4,0,0
103007,65.0,14.9,0,0
103008,57.0,16.5,0,0
103009,69.0,14.6,0,0
103010,67.0,12.7,0,0
103011,43.0,18.7,0,0
103012,28.0,22.8,0,1
103013,83.0,18.7,1,1
103014,87.0,17.3,1,0
103015,81.0,17.7,0,1
103016,96.0,15.9,1,1
103017,85.0,16.2,1,1
103018,68.0,14.8,1,0
103019,69.0,11.8,0,0
103020,59.0,12.8,0,0
103021,73.0,12.5,0,0
103022,72.0,13.9,0,0
103023,57.0,15.9,0,0
103024,31.0,21.9,0,0
103025,64.0,18.9,0,0
103026,78.0,17.8,0,0
103027,71.0,19.9,0,1
103028,91.0,16.1,1,0
103029,64.0,21.1,0,0
103030,54.0,23.1,0,1
103031,78.0,16.7,1,1
103032,83.0,13.8,1,0
103033,68.0,14.6,0,1
103034,96.0,13.2,1,0
103035,67.0,13.3,0,1
103036,92.0,14.6,1,0
103037,81.0,12.1,0,0
103038,64.0,16.5,0,0
103039,81.0,15.9,0,0
103040,58.0,16.5,0,0
103041,86.0,15.2,0,1
103042,92.0,10.4,1,1
103043,84.0,13.5,1,0
103044,79.0,14.4,0,0
103045,91.0,14.4,0,0
103046,76.0,14.5,0,0
103047,50.0,15.2,0,0
103048,76.0,10.7,0,0
103049,80.0,8.6,0,0
103050,71.0,9.8,0,0
103051,49.0,11.1,0,0
103052,64.0,6.7,0,0
103053,41.0,13.4,0,0
103054,71.0,9.9,0,0
103055,70.0,9.7,0,0
103056,81.0,10.2,0,0
103057,62.0,12.7,0,0
103058,69.0,11.4,0,0
103059,70.0,11.4,0,0
103060,61.0,9.7,0,1
103061,93.0,11.6,1,1
103062,99.0,11.8,1,1
103063,96.0,12.7,1,0
103064,99.0,9.7,0,0
103065,65.0,13.3,0,1
103066,91.0,9.6,1,1
103067,97.0,11.8,1,1
103068,82.0,11.2,1,0
103069,96.0,9.2,0,0
103070,94.0,7.8,0,0
103071,87.0,9.3,0,0
103072,86.0,7.7,0,0
103073,99.0,10.1,0,1
103074,95.0,4.7,1,0
103075,99.0,5.2,0,0
103076,84.0,6.8,0,1
103077,91.0,8.0,1,1
103078,100.0,6.2,1,1
103079,97.0,9.7,1,0
103080,96.0,8.1,0,0
103081,75.0,5.2,0,0
103082,58.0,7.3,0,0
103083,76.0,4.7,0,0
103084,69.0,10.3,0,0
103085,92.0,11.0,0,1
103086,87.0,10.3,1,1
103087,100.0,12.2,1,1
103088,97.0,12.0,1,0
103089,100.0,6.5,0,0
103090,82.0,11.0,0,0
103091,71.0,9.7,0,0
103092,84.0,9.5,0,1
103093,97.0,9.1,1,0
103094,91.0,6.4,0,0
103095,87.0,3.4,0,0
103096,66.0,7.8,0,0
103097,74.0,7.8,0,1
103098,100.0,6.8,1,0
103099,100.0,4.4,0,0
103100,91.0,5.0,0,0
103101,95.0,5.0,0,0
103102,82.0,6.2,0,0
103103,82.0,5.4,0,0
103104,91.0,1.5,0,0
103105,97.0,6.3,0,0
103106,91.0,6.8,0,0
103107,74.0,8.1,0,1
103108,76.0,11.8,1,0
103109,84.0,9.6,0,0
103110,86.0,7.6,0,0
103111,73.0,12.4,0,1
103112,96.0,9.0,1,1
103113,96.0,9.3,1,0
103114,88.0,9.2,0,0
103115,76.0,8.6,0,0
103116,69.0,10.1,0,1
103117,99.0,7.6,1,1
103118,97.0,8.3,1,0
103119,93.0,4.4,0,0
103120,83.0,9.6,0,0
103121,79.0,9.4,0,0
103122,90.0,7.7,0,0
103123,84.0,6.9,0,0
103124,84.0,8.4,0,0
103125,85.0,6.6,0,0
103126,72.0,8.7,0,1
103127,96.0,10.1,1,0
103128,72.0,11.4,0,0
103129,84.0,10.1,0,1
103130,87.0,6.8,1,0
103131,89.0,6.5,0,0
103132,67.0,7.8,0,0
103133,91.0,7.1,0,1
103134,97.0,3.9,1,0
103135,83.0,8.1,0,0
103136,83.0,5.5,0,0
103137,57.0,8.8,0,1
103138,82.0,7.6,1,0
103139,68.0,8.9,0,1
103140,82.0,10.0,1,0
103141,74.0,9.2,0,0
103142,76.0,7.6,0,1
103143,91.0,9.7,1,1
103144,93.0,8.1,1,1
103145,92.0,9.4,1,0
103146,65.0,7.5,0,1
103147,85.0,10.4,1,0
103148,85.0,8.8,0,1
103149,83.0,7.2,1,1
103150,89.0,8.7,1,0
103151,68.0,10.5,0,1
103152,93.0,9.2,1,0
103153,75.0,9.6,0,1
103154,89.0,7.7,1,1
103155,92.0,9.3,1,1
103156,89.0,10.1,1,1
103157,87.0,9.5,1,0
103158,64.0,12.2,0,0
103159,60.0,12.7,0,0
103160,60.0,11.9,0,0
103161,95.0,11.0,0,0
103162,78.0,10.3,0,0
103163,71.0,7.9,0,1
103164,94.0,10.9,1,1
103165,91.0,9.3,1,1
103166,90.0,8.8,1,0
103167,79.0,8.8,0,0
103168,82.0,10.1,0,1
103169,96.0,12.5,1,0
103170,82.0,11.0,0,1
103171,83.0,10.6,1,0
103172,71.0,11.9,0,0
103173,80.0,14.0,0,1
103174,80.0,12.5,1,0
103175,78.0,9.9,0,1
103176,72.0,10.0,1,0
103177,58.0,9.3,0,0
103178,67.0,9.3,0,0
103179,89.0,10.0,0,0
103180,78.0,9.4,0,0
103181,89.0,10.2,0,0
103182,84.0,8.7,0,0
103183,80.0,9.9,0,0
103184,71.0,10.3,0,0
103185,81.0,12.3,0,0
103186,74.0,10.6,0,0
103187,85.0,12.1,0,0
103188,77.0,9.7,0,0
103189,57.0,9.5,0,0
103190,60.0,9.5,0,0
103191,42.0,14.6,0,0
103192,43.0,14.3,0,0
103193,60.0,13.5,0,0
103194,92.0,12.8,0,0
103195,74.0,12.7,0,0
103196,66.0,15.3,0,0
103197,55.0,9.6,0,0
103198,63.0,11.3,0,0
103199,81.0,10.7,0,0
103200,60.0,14.1,0,0
103201,46.0,19.9,0,0
103202,59.0,18.6,0,1
103203,87.0,12.2,1,0
103204,87.0,13.8,0,1
103205,93.0,7.7,1,1
103206,69.0,9.5,1,0
103207,95.0,8.8,0,0
103208,92.0,9.8,0,0
103209,76.0,11.7,0,0
103210,62.0,14.8,0,0
103211,41.0,19.8,0,0
103212,49.0,19.2,0,1
103213,79.0,12.2,1,0
103214,64.0,11.7,0,0
103215,48.0,14.1,0,0
103216,67.0,14.8,0,0
103217,67.0,14.3,0,0
103218,36.0,18.7,0,0
103219,40.0,20.4,0,1
103220,93.0,11.8,1,0
103221,67.0,9.6,0,0
103222,70.0,9.4,0,0
103223,83.0,12.9,0,0
103224,80.0,11.5,0,0
103225,53.0,10.7,0,0
103226,56.0,12.7,0,0
103227,31.0,19.2,0,0
103228,86.0,14.6,0,0
103229,67.0,15.1,0,0
103230,52.0,17.1,0,0
103231,37.0,20.8,0,0
103232,42.0,22.9,0,0
103233,47.0,23.1,0,1
103234,91.0,12.3,1,1
103235,85.0,13.8,1,0
103236,57.0,14.3,0,0
103237,60.0,13.5,0,0
103238,56.0,13.9,0,0
103239,83.0,14.2,0,0
103240,49.0,12.5,0,0
103241,35.0,20.4,0,0
103243,27.0,26.8,0,0
103244,35.0,26.1,0,0
103245,63.0,23.2,0,1
103246,82.0,17.9,1,0
103247,74.0,17.0,0,1
103248,90.0,15.3,1,1
103249,75.0,12.7,1,0
103250,75.0,12.0,0,0
103251,84.0,13.2,0,1
103252,89.0,16.9,1,1
103253,78.0,19.0,1,1
103254,71.0,22.2,1,0
103255,34.0,26.4,0,0
103256,45.0,26.8,0,1
103257,66.0,23.4,1,1
103258,70.0,24.1,1,1
103259,95.0,16.2,1,0
103260,79.0,17.6,0,0
103261,69.0,12.8,0,0
103262,64.0,15.1,0,0
103263,61.0,14.2,0,0
103264,69.0,15.3,0,0
103265,42.0,21.7,0,0
103266,72.0,16.0,0,0
103267,67.0,14.4,0,0
103268,68.0,15.9,0,1
103269,59.0,14.2,1,1
103270,96.0,11.2,1,1
103271,64.0,14.1,1,0
103272,71.0,13.7,0,0
103273,50.0,16.7,0,0
103274,64.0,15.0,0,0
103275,48.0,18.5,0,0
103276,46.0,20.6,0,0
103277,65.0,16.6,0,0
103278,55.0,13.4,0,0
103279,47.0,14.0,0,0
103280,32.0,23.0,0,0
103281,43.0,22.0,0,0
103282,14.0,33.8,0,0
103283,77.0,19.5,0,0
103284,67.0,15.2,0,0
103285,54.0,15.0,0,0
103286,58.0,17.2,0,0
103287,72.0,16.3,0,0
103288,42.0,21.6,0,0
103289,28.0,27.2,0,0
103290,59.0,25.1,0,0
103291,66.0,19.5,0,0
103292,62.0,21.6,0,0
103293,78.0,22.4,0,0
103294,94.0,17.6,0,0
103295,79.0,21.1,0,1
103296,90.0,18.6,1,0
103297,63.0,21.6,0,0
103298,52.0,23.9,0,0
103299,56.0,16.2,0,0
103300,60.0,16.1,0,0
103301,61.0,15.8,0,0
103302,33.0,25.2,0,0
103303,76.0,21.5,0,0
103304,50.0,19.6,0,0
103305,55.0,21.6,0,0
103306,27.0,20.6,0,0
103307,54.0,23.0,0,0
103308,75.0,16.7,0,0
103309,47.0,23.0,0,0
103310,61.0,18.4,0,0
103311,31.0,24.1,0,0
103312,16.0,32.4,0,0
103313,24.0,33.9,0,0
103314,16.0,34.7,0,0
103315,63.0,22.0,0,0
103316,51.0,22.9,0,0
103317,62.0,28.3,0,1
103318,88.0,18.9,1,0
103319,52.0,14.1,0,0
103320,46.0,15.2,0,0
103321,69.0,15.3,0,0
103322,48.0,19.7,0,0
103323,47.0,26.7,0,0
103324,59.0,25.4,0,1
103325,74.0,15.9,1,0
103326,67.0,13.0,0,0
103327,69.0,16.2,0,0
103328,46.0,24.2,0,1
103329,78.0,21.3,1,0
103330,92.0,18.7,0,1
103331,94.0,18.7,1,1
103332,93.0,17.0,1,0
103333,80.0,17.7,0,0
103334,65.0,13.7,0,0
103335,69.0,13.0,0,0
103336,66.0,16.9,0,0
103337,57.0,21.2,0,0
103338,65.0,21.4,0,0
103339,53.0,25.2,0,0
103340,72.0,21.9,0,0
103341,86.0,17.8,0,0
103342,69.0,15.2,0,0
103343,60.0,11.7,0,0
103344,81.0,12.3,0,0
103345,67.0,13.2,0,0
103346,67.0,12.6,0,0
103347,34.0,18.9,0,0
103348,43.0,26.0,0,1
103349,98.0,20.4,1,1
103350,94.0,15.5,1,0
103351,82.0,14.2,0,0
103352,75.0,17.0,0,0
103353,76.0,20.1,0,0
103354,53.0,24.3,0,0
103355,80.0,14.5,0,0
103356,77.0,21.1,0,0
103357,81.0,13.2,0,0
103358,73.0,13.7,0,0
103359,68.0,13.8,0,0
103360,64.0,14.1,0,0
103361,64.0,20.3,0,1
103362,96.0,16.4,1,0
103363,90.0,15.9,0,0
103364,93.0,12.9,0,1
103365,93.0,12.7,1,0
103366,96.0,13.5,0,0
103367,70.0,11.9,0,0
103368,88.0,11.6,0,0
103369,77.0,14.9,0,0
103370,71.0,17.8,0,0
103371,88.0,14.2,0,0
103372,76.0,10.9,0,0
103373,90.0,14.0,0,0
103374,83.0,13.4,0,0
103375,81.0,13.3,0,0
103376,72.0,13.1,0,0
103377,79.0,12.1,0,0
103378,68.0,10.6,0,0
103379,64.0,12.1,0,1
103380,70.0,11.3,1,0
103381,68.0,8.8,0,0
103382,79.0,8.6,0,0
103383,90.0,10.2,0,1
103384,97.0,12.4,1,1
103385,97.0,11.9,1,0
103386,62.0,11.1,0,0
103387,57.0,11.0,0,0
103388,74.0,8.4,0,0
103389,64.0,9.8,0,0
103390,54.0,12.0,0,0
103391,44.0,14.3,0,0
103392,74.0,10.5,0,0
103393,45.0,18.1,0,1
103394,76.0,12.9,1,1
103395,94.0,10.6,1,1
103396,86.0,9.4,1,0
103397,79.0,9.0,0,0
103398,72.0,10.3,0,0
103399,94.0,10.3,0,0
103400,100.0,7.4,0,0
103401,96.0,10.1,0,0
103402,87.0,9.2,0,0
103403,87.0,7.7,0,0
103404,81.0,8.5,0,0
103405,78.0,11.2,0,0
103406,65.0,12.3,0,1
103407,95.0,11.0,1,0
103408,64.0,11.5,0,1
103409,90.0,9.6,1,0
103410,95.0,9.2,0,0
103411,91.0,5.2,0,0
103412,85.0,8.1,0,0
103413,73.0,10.0,0,0
103414,77.0,8.8,0,0
103415,93.0,8.0,0,0
103416,85.0,8.2,0,0
103417,90.0,7.0,0,0
103418,93.0,6.6,0,0
103419,64.0,8.6,0,1
103420,81.0,10.2,1,1
103421,99.0,10.3,1,0
103422,74.0,12.2,0,0
103423,76.0,12.3,0,1
103424,85.0,6.9,1,1
103425,87.0,9.5,1,1
103426,100.0,11.5,1,0
103427,87.0,8.9,0,0
103428,65.0,10.0,0,0
103429,47.0,13.1,0,0
103430,83.0,9.4,0,0
103431,74.0,8.7,0,0
103432,68.0,8.8,0,1
103433,81.0,12.2,1,0
103434,58.0,13.6,0,1
103435,71.0,13.7,1,1
103436,86.0,11.2,1,0
103437,77.0,9.5,0,1
103438,90.0,8.6,1,1
103439,87.0,9.3,1,1
103440,97.0,6.1,1,0
103441,97.0,5.3,0,1
103442,100.0,7.7,1,1
103443,75.0,8.9,1,1
103444,87.0,7.3,1,0
103445,93.0,3.4,0,0
103446,93.0,6.9,0,0
103447,64.0,8.5,0,0
103448,86.0,6.8,0,0
103449,70.0,6.7,0,1
103450,93.0,8.0,1,1
103451,100.0,7.3,1,0
103452,97.0,5.4,0,0
103453,75.0,8.3,0,0
103454,83.0,6.3,0,0
103455,84.0,3.0,0,0
103456,63.0,8.7,0,0
103457,91.0,10.9,0,1
103458,92.0,9.8,1,0
103459,84.0,8.8,0,0
103460,63.0,10.2,0,0
103461,68.0,11.8,0,0
103462,55.0,11.5,0,1
103463,92.0,10.1,1,0
103464,69.0,12.1,0,0
103465,35.0,18.0,0,0
103466,72.0,13.2,0,0
103467,63.0,15.6,0,0
103468,86.0,11.4,0,1
103469,89.0,9.0,1,0
103470,81.0,9.3,0,1
103471,96.0,9.4,1,1
103472,97.0,9.5,1,1
103473,99.0,8.3,1,1
103474,95.0,7.8,1,1
103475,87.0,10.3,1,0
103476,93.0,8.3,0,0
103477,80.0,10.5,0,0
103478,80.0,11.8,0,0
103479,46.0,15.5,0,1
103480,87.0,11.7,1,1
103481,86.0,10.0,1,1
103482,96.0,9.8,1,1
103483,83.0,10.7,1,0
103484,83.0,12.8,0,0
103485,85.0,12.8,0,0
103486,62.0,12.2,0,0
103487,55.0,13.4,0,0
103488,57.0,14.0,0,0
103489,80.0,13.1,0,0
103490,82.0,9.7,0,0
103491,95.0,6.5,0,0
103492,73.0,9.5,0,0
103493,95.0,10.1,0,0
103494,67.0,9.2,0,0
103495,71.0,9.5,0,0
103496,63.0,11.9,0,0
103497,69.0,14.2,0,0
103498,27.0,18.5,0,0
103499,78.0,12.0,0,0
103500,72.0,12.6,0,0
103501,64.0,9.4,0,1
103502,77.0,9.9,1,0
103503,65.0,10.7,0,1
103504,75.0,10.5,1,1
103505,64.0,10.4,1,0
103507,75.0,8.9,0,0
103508,60.0,13.2,0,0
103509,86.0,12.9,0,0
103510,63.0,14.5,0,0
103511,54.0,14.6,0,0
103512,13.0,22.8,0,0
103513,80.0,12.9,0,0
103514,15.0,23.5,0,1
103515,73.0,11.2,1,0
103516,81.0,12.9,0,0
103517,27.0,21.4,0,0
103518,52.0,12.8,0,0
103519,55.0,10.4,0,0
103520,59.0,10.0,0,0
103521,30.0,15.7,0,0
103522,23.0,20.1,0,1
103523,88.0,12.7,1,1
103524,84.0,10.1,1,1
103526,68.0,10.6,1,0
103527,72.0,9.0,0,0
103528,61.0,11.4,0,0
103529,44.0,13.6,0,1
103530,96.0,12.1,1,1
103531,97.0,13.5,1,0
103532,95.0,12.4,0,0
103533,93.0,11.9,0,0
103534,94.0,12.0,0,0
103535,80.0,9.5,0,1
103536,84.0,11.2,1,0
103537,69.0,10.4,0,0
103538,53.0,15.5,0,0
103539,64.0,13.9,0,1
103540,83.0,13.3,1,0
103541,61.0,12.2,0,0
103542,68.0,10.5,0,0
103543,23.0,18.0,0,0
103544,44.0,23.2,0,0
103545,40.0,23.5,0,1
103546,96.0,13.4,1,0
103547,86.0,17.5,0,0
103548,66.0,20.9,0,0
103549,60.0,21.9,0,0
103550,57.0,10.3,0,0
103551,64.0,11.3,0,0
103552,52.0,16.5,0,0
103553,53.0,22.9,0,1
103554,80.0,13.6,1,0
103555,56.0,11.7,0,0
103556,61.0,9.9,0,0
103557,65.0,12.2,0,0
103558,74.0,11.9,0,0
103559,76.0,13.5,0,0
103560,61.0,16.3,0,0
103561,24.0,24.9,0,0
103562,82.0,16.9,0,0
103563,51.0,20.4,0,1
103564,79.0,19.5,1,0
103565,48.0,24.1,0,1
103566,71.0,14.7,1,0
103567,46.0,16.8,0,0
103568,33.0,20.3,0,0
103569,31.0,22.5,0,0
103570,55.0,17.6,0,0
103571,47.0,22.1,0,0
103572,41.0,14.5,0,0
103573,37.0,26.4,0,0
103574,23.0,30.5,0,0
103575,68.0,19.7,0,1
103576,70.0,14.7,1,0
103577,65.0,14.1,0,0
103578,60.0,15.1,0,0
103579,65.0,12.6,0,0
103580,50.0,13.2,0,1
103581,96.0,14.0,1,1
103582,94.0,14.7,1,1
103583,83.0,15.4,1,0
103584,46.0,22.5,0,0
103585,55.0,21.5,0,0
103586,47.0,13.1,0,0
103587,53.0,13.6,0,0
103588,49.0,14.5,0,0
103589,62.0,14.9,0,0
103590,48.0,12.8,0,0
103591,47.0,13.5,0,0
103592,21.0,20.9,0,0
103593,25.0,24.3,0,0
103594,38.0,21.5,0,1
103595,85.0,17.1,1,1
103596,95.0,18.3,1,0
103597,55.0,15.0,0,0
103598,59.0,14.3,0,0
103599,76.0,14.1,0,0
103600,46.0,14.1,0,0
103601,43.0,17.7,0,0
103602,42.0,21.6,0,0
103603,89.0,18.9,0,1
103604,76.0,18.8,1,1
103605,73.0,16.9,1,0
103606,73.0,15.1,0,0
103607,58.0,19.1,0,0
103608,48.0,21.8,0,0
103609,32.0,24.0,0,0
103610,49.0,25.9,0,0
103611,78.0,21.5,0,0
103612,71.0,15.8,0,0
103613,68.0,16.8,0,0
103614,67.0,16.5,0,0
103615,52.0,18.1,0,0
103616,39.0,22.2,0,0
103617,18.0,29.4,0,0
103618,24.0,30.2,0,0
103619,14.0,34.0,0,0
103620,42.0,26.3,0,0
103621,54.0,18.7,0,0
103622,51.0,17.0,0,0
103623,44.0,16.2,0,0
103624,18.0,29.7,0,1
103625,80.0,17.5,1,0
103626,79.0,14.3,0,0
103627,85.0,15.1,0,0
103628,56.0,15.8,0,0
103629,54.0,14.6,0,0
103630,72.0,15.0,0,0
103631,58.0,15.1,0,0
103632,56.0,15.8,0,0
103633,28.0,24.9,0,0
103634,25.0,29.5,0,1
103635,75.0,19.3,1,0
103636,36.0,19.9,0,0
103637,57.0,19.7,0,0
103638,56.0,18.3,0,0
103639,53.0,24.2,0,0
103640,33.0,27.1,0,0
103641,39.0,27.3,0,0
103642,52.0,24.3,0,0
103643,37.0,21.0,0,0
103644,50.0,20.4,0,0
103645,61.0,25.5,0,1
103646,96.0,20.4,1,0
103647,87.0,17.2,0,0
103648,61.0,14.2,0,0
103649,50.0,13.8,0,0
103650,60.0,16.7,0,0
103651,63.0,17.3,0,0
103652,69.0,17.8,0,1
103653,94.0,14.8,1,0
103654,85.0,12.0,0,0
103655,66.0,15.4,0,0
103656,52.0,15.3,0,0
103657,53.0,15.3,0,0
103658,73.0,14.1,0,0
103659,80.0,15.2,0,0
103660,70.0,15.4,0,0
103661,53.0,19.1,0,0
103662,29.0,22.4,0,0
103663,20.0,27.6,0,0
103664,75.0,17.9,0,0
103665,75.0,16.1,0,0
103666,51.0,22.3,0,0
103667,39.0,24.7,0,0
103668,69.0,18.8,0,0
103669,73.0,16.9,0,0
103670,68.0,17.9,0,0
103671,43.0,21.5,0,0
103672,22.0,26.2,0,0
103673,28.0,30.4,0,0
103674,28.0,29.1,0,0
103675,80.0,20.9,0,0
103676,55.0,17.1,0,1
103677,94.0,14.8,1,1
103678,78.0,16.8,1,0
103679,77.0,13.8,0,0
103680,96.0,15.9,0,0
103681,85.0,16.1,0,0
103682,88.0,15.0,0,0
103683,69.0,14.2,0,0
103684,70.0,14.3,0,0
103685,59.0,15.8,0,0
103686,61.0,15.9,0,0
103687,77.0,15.5,0,0
103688,59.0,15.3,0,0
103689,53.0,16.5,0,0
103690,49.0,20.1,0,0
103691,35.0,24.1,0,1
103692,73.0,17.2,1,0
103693,88.0,15.8,0,0
103694,85.0,13.7,0,0
103695,67.0,15.0,0,0
103696,65.0,18.7,0,0
103697,50.0,22.4,0,1
103698,64.0,13.5,1,0
103699,85.0,10.8,0,1
103700,68.0,13.4,1,0
103701,96.0,12.7,0,0
103702,87.0,14.0,0,0
103703,63.0,14.8,0,0
103704,53.0,15.9,0,0
103705,57.0,19.3,0,0
103706,58.0,19.1,0,0
103707,97.0,14.6,0,0
103708,80.0,16.8,0,0
103709,63.0,16.7,0,0
103710,66.0,24.0,0,0
103711,75.0,18.6,0,0
103712,62.0,21.0,0,0
